OmicsProcessing	OmicsProcessing_gold_sequencing_project_identifierss	OmicsProcessing_has_input_rdf_types	OmicsProcessing_has_inputs	OmicsProcessing_has_output_rdf_types	OmicsProcessing_has_outputs	OmicsProcessing_instrument_name	OmicsProcessing_ncbi_project_name	OmicsProcessing_omics_type_rdf_types	OmicsProcessing_omics_type_terms	OmicsProcessing_omics_type_has_raw_values	OmicsProcessing_part_of_rdf_types	OmicsProcessing_part_ofs	OmicsProcessing_processing_institution	OmicsProcessing_type	OmicsProcessing_name
nmdc:omprc-11-w9qdc416		nmdc:ProcessedSample	nmdc:procsm-11-1km4za98	nmdc:DataObject	nmdc:dobj-11-fk6pqx34|nmdc:dobj-11-fyb6kn02	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_001-M-20160809-COMP-DNA1
nmdc:omprc-11-xryz2k69		nmdc:ProcessedSample	nmdc:procsm-11-pe3w9560	nmdc:DataObject	nmdc:dobj-11-g592ng45|nmdc:dobj-11-paf1q042	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_001-M-20160920-COMP-DNA1
nmdc:omprc-11-gkm67t83		nmdc:ProcessedSample	nmdc:procsm-11-t5m5af11	nmdc:DataObject	nmdc:dobj-11-jk919876|nmdc:dobj-11-m7v06683	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_043-M-20200728-COMP-DNA1
nmdc:omprc-11-efsn5g48		nmdc:ProcessedSample	nmdc:procsm-11-k6rway82	nmdc:DataObject	nmdc:dobj-11-5e85zy21|nmdc:dobj-11-7amd6686	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_015-M-20171128-COMP-DNA1
nmdc:omprc-11-pv5jp515		nmdc:ProcessedSample	nmdc:procsm-11-5c5hg548	nmdc:DataObject	nmdc:dobj-11-q9ahqr42|nmdc:dobj-11-x72txf03	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_001-O-20180731-COMP-DNA1
nmdc:omprc-11-amyqwb15		nmdc:ProcessedSample	nmdc:procsm-11-cc3cbk66	nmdc:DataObject	nmdc:dobj-11-2w78vt92|nmdc:dobj-11-cbe6b155	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_002-M-20180709-COMP-DNA1
nmdc:omprc-11-c01s2541		nmdc:ProcessedSample	nmdc:procsm-11-dp0wyh73	nmdc:DataObject	nmdc:dobj-11-ajrrst02|nmdc:dobj-11-df6ge950	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_043-M-20170627-COMP-DNA1
nmdc:omprc-11-3xgf9t93		nmdc:ProcessedSample	nmdc:procsm-11-4g838d40	nmdc:DataObject	nmdc:dobj-11-2ephtv80|nmdc:dobj-11-xjs32b05	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_001-O-20200706-COMP-DNA1
nmdc:omprc-11-pktdd848		nmdc:ProcessedSample	nmdc:procsm-11-ftf2ex36	nmdc:DataObject	nmdc:dobj-11-a60e3a83|nmdc:dobj-11-bn00s781	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONA_001-M-20190619-COMP-DNA1
nmdc:omprc-11-ftyh4433		nmdc:ProcessedSample	nmdc:procsm-11-233kh164	nmdc:DataObject	nmdc:dobj-11-1mebp098|nmdc:dobj-11-gtzysf12	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_004-M-20130701-COMP-DNA1
nmdc:omprc-11-nr7m8f94		nmdc:ProcessedSample	nmdc:procsm-11-k30e6t49	nmdc:DataObject	nmdc:dobj-11-e8pmxx62|nmdc:dobj-11-y946d731	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_040-M-20190807-COMP-DNA1
nmdc:omprc-11-a13mp382		nmdc:ProcessedSample	nmdc:procsm-11-3zqnjk75	nmdc:DataObject	nmdc:dobj-11-8ssk6690|nmdc:dobj-11-ahfs0h53	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_002-M-20200728-COMP-DNA1
nmdc:omprc-11-dw8wrs76		nmdc:ProcessedSample	nmdc:procsm-11-e9m8n504	nmdc:DataObject	nmdc:dobj-11-cntx3t12|nmdc:dobj-11-zmcvka67	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HARV_034-O-20190718-COMP-DNA1
nmdc:omprc-11-be5zfk65		nmdc:ProcessedSample	nmdc:procsm-11-vaedx893	nmdc:DataObject	nmdc:dobj-11-0h6z7630|nmdc:dobj-11-na4nbr95|nmdc:dobj-11-4q5pbd72|nmdc:dobj-11-knhwf887	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_046-M-20160920-COMP-DNA1
nmdc:omprc-11-xqbb0f80		nmdc:ProcessedSample	nmdc:procsm-11-97tdd986	nmdc:DataObject	nmdc:dobj-11-1t8hg531|nmdc:dobj-11-vjk8r466	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_003-M-20180730-COMP-DNA1
nmdc:omprc-11-ekczvt71		nmdc:ProcessedSample	nmdc:procsm-11-1rxf4w86	nmdc:DataObject	nmdc:dobj-11-jt8wdz16|nmdc:dobj-11-rrzh9g49	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_041-O-20180731-COMP-DNA1
nmdc:omprc-11-ctzjba90		nmdc:ProcessedSample	nmdc:procsm-11-h1n47r21	nmdc:DataObject	nmdc:dobj-11-078pn256|nmdc:dobj-11-wc0bnz39	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_006-M-20160830-COMP-DNA1
nmdc:omprc-11-xdr0rb64		nmdc:ProcessedSample	nmdc:procsm-11-zznry688	nmdc:DataObject	nmdc:dobj-11-qp6yv278|nmdc:dobj-11-ze3q9163	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_002-M-20170627-COMP-DNA1
nmdc:omprc-11-j637k115		nmdc:ProcessedSample	nmdc:procsm-11-spmgxq46	nmdc:DataObject	nmdc:dobj-11-8ym05f64|nmdc:dobj-11-d33gsx55	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_042-M-20170712-COMP-DNA1
nmdc:omprc-11-5vy3fb79		nmdc:ProcessedSample	nmdc:procsm-11-t7r50q60	nmdc:DataObject	nmdc:dobj-11-qta6k422|nmdc:dobj-11-wcy56j36	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_046-M-20180717-COMP-DNA1
nmdc:omprc-11-zn0h7j15		nmdc:ProcessedSample	nmdc:procsm-11-mnht5916	nmdc:DataObject	nmdc:dobj-11-bnfn8r40|nmdc:dobj-11-k6fpj957	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_043-M-20190717-COMP-DNA1
nmdc:omprc-11-ncegye03		nmdc:ProcessedSample	nmdc:procsm-11-1pv87w84	nmdc:DataObject	nmdc:dobj-11-84b7pw54|nmdc:dobj-11-mhy81625	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_001-O-20160830-COMP-DNA1
nmdc:omprc-11-ezrsak24		nmdc:ProcessedSample	nmdc:procsm-11-zcm57248	nmdc:DataObject	nmdc:dobj-11-c8338k41|nmdc:dobj-11-kyacqk77	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NOGP_001-M-20200701-COMP-DNA1
nmdc:omprc-11-pxzk3z57		nmdc:ProcessedSample	nmdc:procsm-11-j782v991	nmdc:DataObject	nmdc:dobj-11-kqpr9s39|nmdc:dobj-11-wd91sx03	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_002-M-20160829-COMP-DNA1
nmdc:omprc-11-47vkxb21		nmdc:ProcessedSample	nmdc:procsm-11-mpx7xh38	nmdc:DataObject	nmdc:dobj-11-hapjyh17|nmdc:dobj-11-n5e2gs22	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MLBS_006-O-20180612-COMP-DNA1
nmdc:omprc-11-a7bnfw65		nmdc:ProcessedSample	nmdc:procsm-11-kpaph786	nmdc:DataObject	nmdc:dobj-11-bwyk7n86|nmdc:dobj-11-rj1kcx20	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_004-M-20200731-COMP-DNA1
nmdc:omprc-11-2ax0rb32		nmdc:ProcessedSample	nmdc:procsm-11-xsx74e22	nmdc:DataObject	nmdc:dobj-11-b9g7f426|nmdc:dobj-11-zt26y922	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_004-M-20170710-COMP-DNA1
nmdc:omprc-11-4fjyyn05		nmdc:ProcessedSample	nmdc:procsm-11-rdvper75	nmdc:DataObject	nmdc:dobj-11-m1jmqv08|nmdc:dobj-11-r1pq0r39	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MLBS_061-O-20180612-COMP-DNA1
nmdc:omprc-11-zf8p6j35		nmdc:ProcessedSample	nmdc:procsm-11-14242270	nmdc:DataObject	nmdc:dobj-11-4dp5yy12|nmdc:dobj-11-64nh3p28	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_045-M-20170523-COMP-DNA1
nmdc:omprc-11-dx4abp38		nmdc:ProcessedSample	nmdc:procsm-11-g39rem87	nmdc:DataObject	nmdc:dobj-11-26avga34|nmdc:dobj-11-rpcyrr48	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_001-M-20170710-COMP-DNA1
nmdc:omprc-11-d1tckj68		nmdc:ProcessedSample	nmdc:procsm-11-17djxa91	nmdc:DataObject	nmdc:dobj-11-183nhz39|nmdc:dobj-11-p5dwdz09	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_042-M-20190805-COMP-DNA1
nmdc:omprc-11-50mazy14		nmdc:ProcessedSample	nmdc:procsm-11-tcmsp582	nmdc:DataObject	nmdc:dobj-11-20r4fs19|nmdc:dobj-11-arsg9r70	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_001-M-20200728-COMP-DNA1
nmdc:omprc-11-xeks5978		nmdc:ProcessedSample	nmdc:procsm-11-c11e5w90	nmdc:DataObject	nmdc:dobj-11-b6bdpd79|nmdc:dobj-11-rnhphm85	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_043-O-20180731-COMP-DNA1
nmdc:omprc-11-kd8x6n20		nmdc:ProcessedSample	nmdc:procsm-11-01k85106	nmdc:DataObject	nmdc:dobj-11-5dxbyz03|nmdc:dobj-11-jjaren74|nmdc:dobj-11-42tv1n61|nmdc:dobj-11-wnx88s91	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_040-O-20170801-COMP-DNA1
nmdc:omprc-11-je0dyj55		nmdc:ProcessedSample	nmdc:procsm-11-cvb3ck38	nmdc:DataObject	nmdc:dobj-11-1whxwq47|nmdc:dobj-11-2hhdcr11	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_006-O-20180730-COMP-DNA1
nmdc:omprc-11-ehh3ey38		nmdc:ProcessedSample	nmdc:procsm-11-zjc24s19	nmdc:DataObject	nmdc:dobj-11-8zhq7m25|nmdc:dobj-11-kay46x50	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_004-M-20190731-COMP-DNA1
nmdc:omprc-11-6f0zsk48		nmdc:ProcessedSample	nmdc:procsm-11-q4fj9492	nmdc:DataObject	nmdc:dobj-11-54dqah95|nmdc:dobj-11-sftdtf33	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_004-M-20190715-COMP-DNA1
nmdc:omprc-11-pgd23226		nmdc:ProcessedSample	nmdc:procsm-11-3a2d5368	nmdc:DataObject	nmdc:dobj-11-7arbmj22|nmdc:dobj-11-gtzfc534	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_005-O-20180801-COMP-DNA1
nmdc:omprc-11-weea4z31		nmdc:ProcessedSample	nmdc:procsm-11-m71q4a80	nmdc:DataObject	nmdc:dobj-11-6bxk0c37|nmdc:dobj-11-zekabn65|nmdc:dobj-11-td8fzr18|nmdc:dobj-11-zek7yf06	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_003-M-20160913-COMP-DNA1
nmdc:omprc-11-5ekx0e42		nmdc:ProcessedSample	nmdc:procsm-11-m1a03549	nmdc:DataObject	nmdc:dobj-11-1br0cc14|nmdc:dobj-11-2qwf5j87	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_005-M-20160913-COMP-DNA1
nmdc:omprc-11-hmd94737		nmdc:ProcessedSample	nmdc:procsm-11-1qt9yn88	nmdc:DataObject	nmdc:dobj-11-brbzyd48|nmdc:dobj-11-kv7eky93	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONA_006-M-20190617-COMP-DNA1
nmdc:omprc-11-0qh2xq44		nmdc:ProcessedSample	nmdc:procsm-11-stjsya97	nmdc:DataObject	nmdc:dobj-11-7pte8z56|nmdc:dobj-11-jzpvp461	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_024-M-20190715-COMP-DNA1
nmdc:omprc-11-538cyt66		nmdc:ProcessedSample	nmdc:procsm-11-s1xtam56	nmdc:DataObject	nmdc:dobj-11-njjmn466|nmdc:dobj-11-x8d8ps63	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_002-M-20190716-COMP-DNA1
nmdc:omprc-11-pyze8f29		nmdc:ProcessedSample	nmdc:procsm-11-sqzm6y27	nmdc:DataObject	nmdc:dobj-11-db8e1083|nmdc:dobj-11-hnywnq59	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_063-M-20160829-COMP-DNA1
nmdc:omprc-11-2vny0554		nmdc:ProcessedSample	nmdc:procsm-11-w7mdmk47	nmdc:DataObject	nmdc:dobj-11-6252gy67|nmdc:dobj-11-6h53zr56|nmdc:dobj-11-cqp9nq20|nmdc:dobj-11-pevs4c70	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_045-M-20160809-COMP-DNA1
nmdc:omprc-11-e9s1kd24		nmdc:ProcessedSample	nmdc:procsm-11-51pgvb58	nmdc:DataObject	nmdc:dobj-11-n62t1m27|nmdc:dobj-11-y6wzsj26	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_004-M-20170521-COMP-DNA1
nmdc:omprc-11-kqrvtx54		nmdc:ProcessedSample	nmdc:procsm-11-5k07q227	nmdc:DataObject	nmdc:dobj-11-0b01nc14|nmdc:dobj-11-33fgex50	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_002-M-20160912-COMP-DNA2
nmdc:omprc-11-nvn8y091		nmdc:ProcessedSample	nmdc:procsm-11-taj2y364	nmdc:DataObject	nmdc:dobj-11-2v2m9j36|nmdc:dobj-11-s2m12d26	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_004-M-20200708-COMP-DNA1
nmdc:omprc-11-vdmtnk59		nmdc:ProcessedSample	nmdc:procsm-11-q8ra5n98	nmdc:DataObject	nmdc:dobj-11-9tq3sf32|nmdc:dobj-11-crqk7d04	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_006-M-20170521-COMP-DNA1
nmdc:omprc-11-8vrqxx82		nmdc:ProcessedSample	nmdc:procsm-11-jyqrg819	nmdc:DataObject	nmdc:dobj-11-4sajqx45|nmdc:dobj-11-772jgf87	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_001-M-20170626-COMP-DNA1
nmdc:omprc-11-097swc39		nmdc:ProcessedSample	nmdc:procsm-11-4659tg65	nmdc:DataObject	nmdc:dobj-11-1qthht25|nmdc:dobj-11-qt2xpg02	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_043-M-20180718-COMP-DNA1
nmdc:omprc-11-14ermv40	GOLD:Gp0704920	nmdc:ProcessedSample	nmdc:procsm-11-1eg4r286			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_005-M-20210726-COMP
nmdc:omprc-11-1d59xy76	GOLD:Gp0704950	nmdc:ProcessedSample	nmdc:procsm-11-p3qvrj21			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_005-M-20210810-COMP
nmdc:omprc-11-1hm7np87	GOLD:Gp0704941	nmdc:ProcessedSample	nmdc:procsm-11-en1yqa35			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_004-M-20210714-COMP
nmdc:omprc-11-1qamr118	GOLD:Gp0704936	nmdc:ProcessedSample	nmdc:procsm-11-tfpdkj98			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_043-M-20210712-COMP
nmdc:omprc-11-1wc14e48	GOLD:Gp0704956	nmdc:ProcessedSample	nmdc:procsm-11-y6f1fr82			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - GUAN_006-M-20210922-COMP
nmdc:omprc-11-28jz7s19	GOLD:Gp0704886	nmdc:ProcessedSample	nmdc:procsm-11-69gbj139			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CLBJ_002-M-20210506-COMP
nmdc:omprc-11-2cmvwg72	GOLD:Gp0704878	nmdc:ProcessedSample	nmdc:procsm-11-rexvp211			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_003-M-20210527-COMP
nmdc:omprc-11-2gz5m609	GOLD:Gp0704916	nmdc:ProcessedSample	nmdc:procsm-11-gys7yw10			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TEAK_004-O-20210726-COMP
nmdc:omprc-11-2yjgda67	GOLD:Gp0704905	nmdc:ProcessedSample	nmdc:procsm-11-0amakt95			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - YELL_003-M-20210708-COMP
nmdc:omprc-11-31wcds89	GOLD:Gp0704883	nmdc:ProcessedSample	nmdc:procsm-11-tgf6yv44			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CLBJ_032-M-20210504-COMP
nmdc:omprc-11-3pg41325	GOLD:Gp0704884	nmdc:ProcessedSample	nmdc:procsm-11-q1gbed51			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CLBJ_006-M-20210506-COMP
nmdc:omprc-11-3rnpg083	GOLD:Gp0704952	nmdc:ProcessedSample	nmdc:procsm-11-wzbyx612			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - GUAN_048-M-20210920-COMP
nmdc:omprc-11-41bxdy94	GOLD:Gp0704953	nmdc:ProcessedSample	nmdc:procsm-11-wvn4s388			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - GUAN_043-M-20210921-COMP
nmdc:omprc-11-5svn9459	GOLD:Gp0704919	nmdc:ProcessedSample	nmdc:procsm-11-x6789v47			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TEAK_002-O-20210720-COMP
nmdc:omprc-11-66ms4261	GOLD:Gp0704942	nmdc:ProcessedSample	nmdc:procsm-11-7gbk5574			Illumina NovaSeq S4		nmdc:ControlledTermValue	NCBITaxon:256318	Metagenome	nmdc:Study	nmdc:sty-11-34xj1150	JGI	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_003-M-20210708-COMP
